DRI Number,Project Name,Water Usage,County,Initial Info Form Submision Date,Cleaned Water Usage Data,Water Discharge Data,Cleaned Water Discharge Data,Contains 'data center'?,Current Status,Data Center?
1556,Village at Forsyth,"74,000 gpd (est.) 0.074 mgd",Monroe,8/9/2007,"74,000 gpd (est.) 0.074","74,000 gpd (est.) 0.074 mgd","74,000 gpd (est.) 0.074",0,Completed,TBD
1554,Tradeport East Water Reclamation Facility,0.0005 mgd,Liberty,1/9/2008,0.0005,0.0005 mgd,0.0005,0,Completed,TBD
1553,McClure Industrial Park Addition,..2 mgd,Jackson,8/7/2007,..2,.125 mgd,.125,0,Completed,TBD
1551,North Lyman Hall,.34 millions of gallons of water oer day,Liberty,8/7/2007,.34 millions of gallons of water oer day,.34 millions gallons per day of wasterwater,.34 millions gallons per day of wasterwater,0,Completed,TBD
1550,Worth County Industrial Park West 2 Expansion,1.350 mgd,Worth,8/1/2007,1.350,500-700k,500-700k,0,Completed,TBD
1549,Vallambrosa Plantation,1.15,Chatham,7/31/2007,1.15,1.15,1.15,0,Completed,TBD
1548,Baskin Place Subdivision,.10,Lanier,7/30/2007,.10,.075,.075,0,Completed,TBD
1545,Corinth Landing,2.08 mgd (includes fire flow reserve),Coweta,7/27/2007,2.08,0.64 mgd,0.64,0,Completed,TBD
1543,The village at SouthLand Ridge,No water data,Sumter,8/2/2007,No water data,No water data,No water data,0,Initial Form Submitted,TBD
1542,Water Storage Tank and Distribution Lines for Water and Sewage,No water data,Taylor,8/6/2007,No water data,No water data,No water data,0,Initial Form Submitted,TBD
1541,Placid Hill,.21mgd,Bryan,7/26/2007,.21mgd,.21 mgd,.21,0,Completed,TBD
1539,"Wild Animal Safari, Inc.",.011 mgd,Troup,7/26/2007,.011,.011 mgd,.011,0,Completed,TBD
1537,24 Allen Plaza,0.45 mgd (for 24 and 50 allen plaza),Fulton,7/26/2007,0.45,0.4 mgd (for 24 and 50 allen plaza),0.4,0,Completed,TBD
1535,Plum Thickett,.034 mgd,Dawson,7/25/2007,.034,.03 mgd,.03,0,Completed,TBD
1533,Perimeter Center East Mixed-Use,0.144,DeKalb,7/25/2007,0.144,0.133,0.133,0,Completed,TBD
1532,Highland Park Gardens,0.095,DeKalb,7/24/2007,0.095,0.083,0.083,0,Completed,TBD
1530,North Georgia Village,"175,000 gpd",Dawson,7/24/2007,"175,000 gpd","175,000 gpd","175,000 gpd",0,Completed,TBD
1529,Iris Court,.08,Colquitt,7/24/2007,.08,.10,.10,0,Completed,TBD
1528,"Oaky Woods Properties,LLC","2,000,000",Houston,7/20/2007,"2,000,000","2,000,000","2,000,000",0,Withdrawn,TBD
1526,Lampadoshia Planned Development,No water data,Camden,7/18/2007,No water data,No water data,No water data,0,Terminated,TBD
1525,Lampadoshia Planned Development,602 mgd at 100% buildout,Camden,7/18/2007,602,5.4 mgd at 100% buildout,5.4,0,Completed,TBD
1523,U.S. HWY 27 S. Planned Unit Development and Highway Commercial Development,"58,000 per day",Decatur,7/18/2007,"58,000 per day",53000 gallons per day,53000 gallons per day,0,Completed,TBD
1521,Colwell Road - I-75 Zoning Plan,"101,810 gpd (0.10 million gallons per day)",Butts,7/16/2007,"101,810 gpd (0.10 million gallons per day)","101,810 gpd (0.10 million gallons per day)","101,810 gpd (0.10 million gallons per day)",0,Completed,TBD
1520,245 Perimeter Center DRI,0.336,DeKalb,7/16/2007,0.336,0.305,0.305,0,Completed,TBD
1519,Turtle River CID,1.98 mgd,Glynn,7/12/2007,1.98,1.98,1.98,0,Completed,TBD
1517,Parkview Plaza Mixed-Used Complex,0.08 mgd,DeKalb,7/11/2007,0.08,0.092 mgd,0.092,0,Completed,TBD
1514,Light Horse Country Subdivision,0.285,Bibb,7/13/2007,0.285,0.285,0.285,0,Completed,TBD
1512,SERENITY,0.21 mgd,Carroll,7/12/2007,0.21,0.22 mgd,0.22,0,Completed,TBD
1511,West Georgia Industries South Flat Rock,.01mgd,Douglas,7/10/2007,.01mgd,.0015gmd,.0015gmd,0,Completed,TBD
1510,Villa More,0.18 mgd,Gwinnett,7/10/2007,0.18,<0.18 mgd,<0.18,0,Completed,TBD
1509,"LaFarge Building Materials, Inc.",0.01,Cobb,7/9/2007,0.01,0.00025,0.00025,0,Completed,TBD
1508,Dixie Tract and Laura Anna Tract,No water data,Greene,7/9/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1506,Magnolia Springs Subdivision,No water data,Effingham,7/9/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1503,Lakeside,0.374 mgd,Fulton,7/9/2007,0.374,0.325 mgd,0.325,0,Completed,TBD
1501,Button Gwinnett Solid Waste Transfer Station,.0001 mgd,Gwinnett,7/5/2007,.0001,.0001 mgd,.0001,0,Completed,TBD
1500,Mallard Pond Residential Development,.06,Thomas,7/3/2007,.06,.05,.05,0,Completed,TBD
1499,Newton Tract,.12,Chatham,7/20/2007,.12,.12,.12,0,Completed,TBD
1497,Averitt Truck Terminal,No water data,Fulton,7/2/2007,No water data,No water data,No water data,0,Terminated,TBD
1495,The Terraces,0.082,DeKalb,7/3/2007,0.082,0.097,0.097,0,Completed,TBD
1494,Wallace Crossing,"135,000 gpd",Butts,6/29/2007,"135,000 gpd","128,000 gpd","128,000 gpd",0,Completed,TBD
1493,60-64 Mangum Street,0.094,Fulton,6/29/2007,0.094,0.087,0.087,0,Completed,TBD
1491,Pilot Travel Center,0.008,Chatham,6/25/2007,0.008,0.008,0.008,0,Completed,TBD
1489,Cowart & Son Storage & Rolloff,No water data,Lowndes,6/21/2007,No water data,No water data,No water data,0,Terminated,TBD
1487,Bradley Park,"150,000 gpd",Chatham,6/20/2007,"150,000 gpd","150,000 gpd","150,000 gpd",0,Completed,TBD
1485,WHEATFIELDS RESERVE PHASE 3,No water data,Gwinnett,6/20/2007,No water data,No water data,No water data,0,Terminated,TBD
1484,"Recycle USA, Inc./U.S. Ethanol, LLC",No water data,Crisp,6/20/2007,No water data,No water data,No water data,0,Initial Form Submitted,TBD
1483,North Newport Plantation,.59 mgd,Liberty,6/19/2007,.59,.59 mgd,.59,0,Completed,TBD
1481,Waterstone Landing,No water data,Greene,6/18/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1480,Dean Forest Business Park,0.017 mgd,Chatham,6/16/2007,0.017,0.017 mgd,0.017,0,Completed,TBD
1479,Proposed Residential Development with Neighborhood Commercial Center,.17 mgd,Clarke,6/15/2007,.17,.17 mgd,.17,0,Completed,TBD
1478,"Residential Planned Unit Development, 31st Avenue S.E., Moultrie, GA 31768",.074,Colquitt,6/14/2007,.074,.068,.068,0,Completed,TBD
1476,Thirty-Third Latitude Properties- 131-151 Ponce de Leon Ave. NE,.30 mgd,Fulton,6/14/2007,.30,.27 mgd,.27,0,Completed,TBD
1475,400 Terminus,.06 mgd,Lumpkin,6/12/2007,.06,.06 mgd,.06,0,Completed,TBD
1474,Rinker Materials Hitchcock Quarry Expansion,No water data,Jones,6/12/2007,No water data,No water data,No water data,0,Completed,TBD
1472,Birch River,0.36 mgd,Lumpkin,6/7/2007,0.36,0.30 mgd,0.30,0,Completed,TBD
1470,Deerfield Place,0.050 mgd,Fulton,6/6/2007,0.050,0.044 mgd,0.044,0,Completed,TBD
1469,Grantville Industrial,0.05 mgd,Coweta,6/4/2007,0.05,0.05 mgd,0.05,0,Completed,TBD
1468,Temple-Inland Tract,"14,215 gpd",Coweta,6/4/2007,"14,215 gpd","14,000 gpd","14,000 gpd",0,Completed,TBD
1464,Park 85 Site A,.09 mgd,Jackson,5/30/2007,.09,.09 mgd,.09,0,Completed,TBD
1462,Wellington,0.073,Effingham,5/30/2007,0.073,0.073,0.073,0,Terminated,TBD
1460,Schultz-Butner Road Tract (Hawks Ridge),.183 mgd,Fulton,5/29/2007,.183,.183 mgd,.183,0,Completed,TBD
1458,Holder Properties - Woodstock Mixed Use,No water data,Cherokee,5/30/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1457,The Shoals at Asbury Mill,0.056,White,5/22/2007,0.056,.056,.056,0,Withdrawn,TBD
1455,Cowart & Son Storage & Rolloff,No water data,Lowndes,5/22/2007,No water data,No water data,No water data,0,Terminated,TBD
1453,"General Protecht U.S., Inc.",.025,Lamar,5/21/2007,.025,.018,.018,0,Completed,TBD
1452,BLT Project,0.2 mgd,Bryan,5/21/2007,0.2,0.13 mgd,0.13,0,Completed,TBD
1451,Lovejoy Realty FBO,0.149 mgd,Henry,5/21/2007,0.149,0.129,0.129,0,Completed,TBD
1448,Twiggs County Industrial Park and Academy Sports Distribution Center,"less than 1 million gallons per day (specifically 15,000 or .015 mgd)",Twiggs,5/18/2007,"less than 1 million gallons per day (specifically 15,000 or .015","8,000 gallons per day","8,000 gallons per day",0,Completed,TBD
1447,Panola Road Mixed Use Development,0.09 mgd,DeKalb,5/17/2007,0.09,0.08 mgd,0.08,0,Completed,TBD
1446,JF Gill Tract,0.09,Bryan,5/21/2007,0.09,0.09,0.09,0,Completed,TBD
1445,Southern Wind,.15,Thomas,5/15/2007,.15,.14,.14,0,Completed,TBD
1444,Reatter Lonon Country Villa,to be determined during engineering phase,Screven,5/14/2007,to be determined during engineering phase,to be determined during engineering phase,to be determined during engineering phase,0,Completed,TBD
1443,Hammett Road Residential Development,.152mgd,Troup,5/11/2007,.152mgd,.138 mgd,.138,0,Completed,TBD
1442,Highland Park,0.75 mgd,Bartow,5/11/2007,0.75,0.75 mgd,0.75,0,Completed,TBD
1441,Kingston at Lake Oconee,0.756 mgd per developers estimate,Morgan,5/11/2007,0.756,0.661 mgd per developers estimate,0.661,0,Completed,TBD
1440,Tranquility at Legacy Mountain,No water data,Gilmer,5/11/2007,No water data,No water data,No water data,0,Terminated,TBD
1439,The Village at Vinings,0.134 mgd,Cobb,5/11/2007,0.134,0.116 mgd,0.116,0,Completed,TBD
1438,Stone Crossing,No water data,Barrow,5/10/2007,No water data,No water data,No water data,0,Terminated,TBD
1436,Fox Plaza,No water data,Fulton,5/8/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1435,Buckhead Avenues Parcel I,0.425 mgd,Fulton,5/8/2007,0.425,0.354 mgd,0.354,0,Completed,TBD
1433,Briarcliff Development,No water data,DeKalb,5/8/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1432,High Street,"0.16 mgd (new), 0.17 mgd (total)",DeKalb,5/4/2007,0.16,"0.14 mgd (new), 0.15 mgd (total)",0.14,0,Completed,TBD
1431,Wal-Mart Center /Hwy 20/ZA 3421,"88,727 gpd",Forsyth,5/7/2007,"88,727 gpd","64,042 gpd","64,042 gpd",0,Completed,TBD
1428,"Jones Lang LaSalle Americas, Inc.",.110,Jackson,4/30/2007,.110,.110,.110,0,Completed,TBD
1426,Rumble Road Industrial Park,.0293 mgd,Monroe,5/1/2007,.0293,.02637 mgd,.02637,0,Completed,TBD
1425,Highland Landings,0.483 mgd,Troup,4/26/2007,0.483,0.483 mgd,0.483,0,Completed,TBD
1423,SR 82 Distribution Site,"0.02 mgd average, 0.05 mgd peak",Jackson,4/27/2007,0.02,"0.02 mgd average, 0.05 mgd peak",0.02,0,Completed,TBD
1422,Driggers Kingsland Southern Tract,.20,Camden,5/29/2007,.20,.18,.18,0,Completed,TBD
1421,Oconee Towne Center,0.1736 mgd,Greene,4/25/2007,0.1736,0.1378,0.1378,0,Completed,TBD
1420,The Peninsula at Golden Isles,1.8 mgd,Glynn,6/22/2007,1.8,1.58 mgd,1.58,0,Completed,TBD
1419,Oconee Towne Center,No water data,Greene,4/23/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1418,Johns Creek Walk II,"77,567",Fulton,4/20/2007,"77,567","77,567","77,567",0,Completed,TBD
1417,Etowah River Tract,No water data,Cherokee,4/19/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1416,Etowah River Tract,0.44,Cherokee,4/19/2007,0.44,0.39,0.39,0,Completed,TBD
1414,Village Park Subdivision,.07,Thomas,4/20/2007,.07,.06,.06,0,Completed,TBD
1413,Timberland Subdivision,0.67 mgd,Long,4/18/2007,0.67,would vary by size of home and possibly lot size limitations,would vary by size of home and possibly lot size limitations,0,Completed,TBD
1411,Sugar Hill Marketplace,0.080 mgd,Gwinnett,4/17/2007,0.080,0.069 mgd,0.069,0,Completed,TBD
1409,Loganville Commons,0.024 mgd,Walton,4/17/2007,0.024,0.024 mgd,0.024,0,Completed,TBD
1407,Crawford Village,"113,000 gpd",Oglethorpe,4/17/2007,"113,000 gpd","106,000 gpd","106,000 gpd",0,Completed,TBD
1406,Newnan Vista,.19 mgd,Coweta,4/25/2007,.19,.19 mgd,.19,0,Completed,TBD
1404,Flying J Truck Stop,capacity not addressed by applicant; only system design.,Bulloch,4/12/2007,capacity not addressed by applicant; only system design.,"proposed septic tanks will have approximately 35,000 of storage before being pumped to absorption zones.","proposed septic tanks will have approximately 35,000 of storage before being pumped to absorption zones.",0,Completed,TBD
1402,Eastside Village,0.193 mgd,Gwinnett,4/12/2007,0.193,0.113 mgd,0.113,0,Completed,TBD
1400,Lee Green Cassidy Road Project,.085,Thomas,4/11/2007,.085,.079,.079,0,Completed,TBD
1399,Potts Mountain @ Big Canoe,No water data,Pickens,4/11/2007,No water data,No water data,No water data,0,Completed,TBD
1398,Harmony Village,.47 mgd,Putnam,4/11/2007,.47,.47 mgd,.47,0,Completed,TBD
1396,Joint Wal-Mart and Lowe's Development,No water data,Chatham,4/26/2007,No water data,No water data,No water data,0,Completed,TBD
1395,Grant & Grant Development,No water data,Murray,4/10/2007,No water data,No water data,No water data,0,Terminated,TBD
1394,Broadstone west,No water data,Fulton,4/10/2007,No water data,No water data,No water data,0,Completed,TBD
1392,Arrow/Thomson Real Estate Investments,No water data,DeKalb,4/9/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1391,Arrow/Thomson Real Estate Investments,No water data,DeKalb,4/9/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1390,Arrow/Thomson Real Estate Investments,0,DeKalb,4/9/2007,0,0.00001 to 0.00005 mgd,0.00001 to 0.00005,0,Completed,TBD
1387,The Heights at Clairmont,0.178,DeKalb,4/9/2007,0.178,0.155,0.155,0,Completed,TBD
1385,Calvary Campus and Community,0.44,Chatham,4/5/2007,0.44,0.39,0.39,0,Completed,TBD
1383,Fort Argyle Village,0.23 mgd,Chatham,4/5/2007,0.23,0.23 mgd,0.23,0,Completed,TBD
1380,Valdosta Shoppes,"354,540 gpd or .35 mgd",Lowndes,5/3/2007,"354,540 gpd or .35",.31 mgd,.31,0,Completed,TBD
1379,Cook County High School,No water data,Cook,4/5/2007,No water data,No water data,No water data,0,Terminated,TBD
1378,DAWSON MARKET PLACE,.174,Dawson,4/4/2007,.174,.174,.174,0,Completed,TBD
1376,Bedford Falls Development Zoning Application,"90,000 gpd",Jasper,4/4/2007,"90,000 gpd","76,500 gpd","76,500 gpd",0,Completed,TBD
1375,Brookstone Village,No water data,Habersham,5/3/2007,No water data,No water data,No water data,0,Completed,TBD
1374,APD Custom Homes Tract - Home Town,0.54 mgd,Hall,4/4/2007,0.54,0.54 mgd,0.54,0,Completed,TBD
1370,U.S. HWY 27 S.  PLANNED UNIT DEVELOPMENT AND HIGHWAY COMMERCIAL DEVELOPMENT,No water data,Decatur,4/4/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1369,South Grove Multifamily Development,0.235 mgd,Camden,3/29/2007,0.235,0.188 mgd,0.188,0,Completed,TBD
1368,Caldwell Asphalt Plant,500 gpd,Coweta,3/29/2007,500 gpd,<1000 gpd,<1000 gpd,0,Completed,TBD
1367,Madison Farms,.0345 mgd,Morgan,3/28/2007,.0345,.0345 mgd,.0345,0,Completed,TBD
1366,Oakmont,No water data,Fulton,3/28/2007,No water data,No water data,No water data,0,Completed,TBD
1365,ROXY RESIDENTIAL TOWER,No water data,Fulton,3/27/2007,No water data,No water data,No water data,0,Completed,TBD
1364,Courtney Cove Planned Unit Development,.08,Glynn,3/26/2007,.08,0.8,0.8,0,Completed,TBD
1363,Athens-Atlanta Asphalt Recycling Facility,0.0005 mgd,Clayton,3/23/2007,0.0005,.0001 mgd,.0001,0,Completed,TBD
1362,Houston American Cement Plant / Quarry,0.075 ( includes process water),Houston,3/22/2007,0.075 ( includes process water),0.002,0.002,0,Completed,TBD
1361,"Arrow Waste, Inc. (2855 Humphries Way)",No water data,Gwinnett,3/22/2007,No water data,No water data,No water data,0,Completed,TBD
1360,Jones County Industrial Park,not determined,Jones,3/21/2007,not determined,not determined,not determined,0,Completed,TBD
1359,Wild Animal Safari,.063 mgd,Troup,3/14/2007,.063,.020 mgd,.020,0,Completed,TBD
1358,Advanced Disposal Scales Road Closure Plan,0.025 mgd (existing use rate),DeKalb,3/13/2007,0.025,0.025 mgd (existing use rate),0.025,0,Completed,TBD
1357,The Grove,unknown at this time,Harris,3/13/2007,unknown at this time,unknown at this time,unknown at this time,0,Request for Comments Made,TBD
1356,Southern Roll Off & Recycling,~0,Lowndes,3/13/2007,~0,~0,~0,0,Terminated,TBD
1355,West Georgia Industries: Douglasville Ready Mix Facility,No water data,Douglas,3/12/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1354,NORTH HIGHLAND CROSSING,0.05,Lee,3/12/2007,0.05,0.05 mgd,0.05,0,Completed,TBD
1353,Aspen Hills Redevelopment,0.050 mgd,Cobb,3/8/2007,0.050,0.043 mgd,0.043,0,Completed,TBD
1352,City Side at Town Center,0.562 mgd,Cobb,3/8/2007,0.562,0.562 mgd off peak/  1.96 mgd peak,0.562,0,Completed,TBD
1351,Sail Cove,.080 mgd,Camden,3/2/2007,.080,.073 mgd,.073,0,Completed,TBD
1350,"TradePort East - Industrial  (11,300,000 square feet)",0.2 mgd,Liberty,3/1/2007,0.2,0.2 mgd,0.2,0,Completed,TBD
1349,Ellsworth Perennial DRI,0.07 mgd,Fulton,2/28/2007,0.07,0.083 mgd,0.083,0,Completed,TBD
1348,Gateway Center,No water data,Fulton,2/27/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1347,Residential Subdivision Hwy 202,0.11,Thomas,2/23/2007,0.11,0.11,0.11,0,Completed,TBD
1346,Misty Groves Subdivision,0.065,Putnam,2/23/2007,0.065,0.065,0.065,0,Completed,TBD
1345,The Villages at Nunn Farm,0.24,Houston,2/23/2007,0.24,0.24,0.24,0,Completed,TBD
1344,"PSC Metals, Inc.",less than 1 mgd,Floyd,2/21/2007,less than 1,less than 1 mgd,less than 1,0,Completed,TBD
1343,Interstate Centre Expansion,0.2 million gallons per day,Bryan,2/20/2007,0.2 million gallons per day,1200 gpd,1200 gpd,0,Completed,TBD
1342,Billings Project,No water data,Muscogee,2/19/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1341,Highway 44 Commercial Tract,No water data,Greene,2/16/2007,No water data,No water data,No water data,0,Terminated,TBD
1340,"Southern Plantation Properties, LLC",.1,Brooks,2/16/2007,.1,.075,.075,0,Terminated,TBD
1339,"Southern Plantation Properties, LLC",No water data,Brooks,2/16/2007,No water data,No water data,No water data,0,Terminated,TBD
1338,"Southern Plantation Properties, LLC",No water data,Brooks,2/16/2007,No water data,No water data,No water data,0,Terminated,TBD
1337,"Southern Plantation Properties, LLC",No water data,Brooks,2/16/2007,No water data,No water data,No water data,0,Terminated,TBD
1336,Maristone aka Swift Creek,.21110,DeKalb,2/15/2007,.21110,.341450,.341450,0,Completed,TBD
1335,WBC Trailer Storage,No water data,Fulton,2/14/2007,No water data,0,0,0,Completed,TBD
1334,Lake Oconee/Harmony Road (no project name to date),.144000 mgd,Putnam,2/12/2007,.144000,.144000 mgd,.144000,0,Completed,TBD
1333,Kingsland Plantation,.271 mgd,Camden,2/9/2007,.271,.271 mgd,.271,0,Completed,TBD
1331,Gables Huff Road,No water data,Fulton,2/7/2007,No water data,No water data,No water data,0,Withdrawn,TBD
1330,Aviation Park,0.039 mgd,Clayton,2/6/2007,0.039,0.034 mgd,0.034,0,Completed,TBD
1329,Walker Brothers Transfer Station,0.00125,Fulton,2/6/2007,0.00125,0.00125,0.00125,0,Completed,TBD
1328,Indigo Harbour,.09,McIntosh,2/5/2007,.09,.14,.14,0,Completed,TBD
1327,Galleria Parkway Mixed Use Project,0.11 mgd,Cobb,2/5/2007,0.11,0.09 mgd,0.09,0,Completed,TBD
1326,Pit 31,,Lowndes,2/2/2007,,,,0,Completed,TBD
1325,Daniels Bridge Road Tract,1.23 mgd,DeKalb,2/1/2007,1.23,1.02 mgd,1.02,0,Completed,TBD
1324,The Ridges at Old Dixie,No water data,Whitfield,1/31/2007,No water data,No water data,No water data,0,Terminated,TBD
1323,Exchange Towers,0.024,Oconee,1/29/2007,0.024,0.028,0.028,0,Completed,TBD
1322,Butts Co. Concrete Batch Plant,0.01,Butts,1/29/2007,0.01,0.00025,0.00025,0,Completed,TBD
1321,Sustainable Fellwood,No water data,Chatham,1/29/2007,No water data,No water data,No water data,0,Terminated,TBD
1320,Clifton Road Mixed-Use,0.29 mgd,DeKalb,1/29/2007,0.29,0.24 mgd,0.24,0,Completed,TBD
1319,Daniel Siding Development,,Bryan,1/26/2007,,.575 mgd,.575,0,Completed,TBD
1318,Alexan Cityscapes,0.12 mgd,Fulton,1/24/2007,0.12,0.144 mgd,0.144,0,Completed,TBD
1317,Reames Concrete,0.01 mgd,Cook,1/24/2007,0.01,,,0,Completed,TBD
1315,"project un-named - Hardman, Inc",.304 mgd,Putnam,1/19/2007,.304,.304 mgd,.304,0,Completed,TBD
1314,The Village at Lake Bowden,0.256,Lowndes,1/19/2007,0.256,0.169,0.169,0,Withdrawn,TBD
1313,Harmony Cove,1.1 mgd,Putnam,1/17/2007,1.1,1.0 mgd,1.0,0,Completed,TBD
1312,Project Roman,No water data,Lowndes,1/17/2007,No water data,No water data,No water data,0,Terminated,TBD
1311,Collier Road Redevelopment,0.17mgd,Fulton,1/12/2007,0.17mgd,0.15 mgd,0.15,0,Completed,TBD
1309,Friendship Village,1.9 mgd,Fulton,1/10/2007,1.9,,,0,Completed,TBD
1308,Hawks Ridge Subdivision,.047,Peach,1/9/2007,.047,.042,.042,0,Completed,TBD
